RNA	RNA_class	miRBase_Last_Version	miRBase_accession	miRBase_family	circRNA_accession	organism	exRNA_type	sample	disease_or_cell_line	PubMed_ID	method	description
	miRNA	hsa-miR-15a-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148a-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-145-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-1301-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7g-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-99b-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-7-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-582-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-501-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-378c				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-345-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-335-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-320a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-32-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-27a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-221-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-20a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-185-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-15a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-145-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-1301-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7g-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-99b-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-7-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-582-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-501-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-378c				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-345-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-335-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-320a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-32-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-27a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-221-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-20a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-185-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-15a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-148a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-145-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-1301-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7g-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Bacterial-Pneumonia	34956213 (BP)		
	miRNA	hsa-miR-99a-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92b-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92a-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-654-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-542-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-511-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-484				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4732-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4433b-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-425-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-423-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-378c				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-363-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-342-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-340-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)	
	miRNA	hsa-miR-335-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)	
	miRNA	hsa-miR-30c-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-30a-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-27b-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-221-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-20a-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-194-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-192-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-191-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-18a-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-182-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-15b-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-150-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-144-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-1228-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7c-5p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series1_NHBE_Mock	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-99a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92b-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-654-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-542-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-511-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-484				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4732-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4433b-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-425-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-423-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-378c				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-363-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-342-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-340-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)
	miRNA	hsa-miR-335-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-30c-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-30a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-27b-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-221-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-20a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-194-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-192-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-191-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-18a-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-182-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-15b-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-150-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-144-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-1228-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7c-5p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series1_NHBE_SARS-CoV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-99a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-92a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-654-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-542-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-511-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-484				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4732-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-4433b-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-425-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-423-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-378c				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-363-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-342-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-340-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)
	miRNA	hsa-miR-335-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-30c-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-30a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-27b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-221-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-20a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-194-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-192-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-191-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-18a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-182-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-15b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-150-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-144-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-1228-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7c-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
